BackT,Clave,Composicion_1,Composicion_2,Composicion_3,Composicion_4,F_Inicio,F_Fin,Trigger,Strike,Cupon,Rentabilidad,ProbNeut_Put,Prob_Put,NPVNeut_Put,NPV_Put,VaR95,ES95,Bloque,Vida_Media,rhoCesta,volatCesta,NPVPut_Back,NCupones_Back,Rentabilidad_Back,Fin_Ventana
1,1,ADOBE ALPHABET AMAZON,ADOBE,ALPHABET,AMAZON,07/30/2018,06/26/2020,0.9,0.75,13.75118424,7.772447821,0.4329,0.15715,-10.78505254,-3.042022685,-12.57438821,-28.56060749,11,0.7886625,0.789261629,0.451656119,0,0,0,783
1,5,ADOBE ALPHABET MICROSOFT,ADOBE,ALPHABET,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,25.80297999,13.09329779,0.4789,0.23405,-19.8500899,-6.797634941,-23.56872388,-40.07093603,15,0.773525,0.898857297,0.516317656,0,0,0,783
1,5,ADOBE ALPHABET MICROSOFT,ADOBE,ALPHABET,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,19.78529572,10.60528876,0.45415,0.19595,-15.22071865,-4.652374963,-18.2235531,-34.72576525,15,0.773525,0.898857297,0.516317656,0,0,0,783
1,1,ADOBE ALPHABET AMAZON,ADOBE,ALPHABET,AMAZON,07/30/2018,06/26/2020,1,0.75,13.62168406,8.11834728,0.4809,0.18365,-11.4872413,-3.401212123,-13.67222055,-29.16969298,11,0.8481875,0.789261629,0.451656119,0,0,0,783
1,125,ALPHABET FACEBOOK MICROSOFT,ALPHABET,FACEBOOK,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,25.61014513,10.10866284,0.4831,0.3047,-19.75983781,-9.662894181,-32.26062261,-46.30800587,15,0.7758125,0.878442057,0.497052546,0,0,0,783
1,125,ALPHABET FACEBOOK MICROSOFT,ALPHABET,FACEBOOK,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,19.56692811,8.281564415,0.45625,0.26445,-15.09711577,-6.830059761,-26.94902591,-40.99640917,15,0.7758125,0.878442057,0.497052546,0,0,0,783
1,1,ADOBE ALPHABET AMAZON,ADOBE,ALPHABET,AMAZON,07/30/2018,06/26/2020,1.1,0.75,13.31391081,8.255967568,0.5093,0.19995,-11.86331448,-3.641360108,-14.30619121,-29.5901379,12,0.89635,0.789261629,0.451656119,0,0,0,783
1,141,ALPHABET MICROSOFT CANRAIL,ALPHABET,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,24.68665442,11.49559219,0.48755,0.2959,-19.08399646,-7.617099744,-22.50516083,-36.1456229,15,0.7773125,0.842567956,0.459805872,0,0,0,783
1,141,ALPHABET MICROSOFT CANRAIL,ALPHABET,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,18.62173776,9.517365031,0.45785,0.246,-14.39551798,-4.90821611,-17.21949636,-30.85995843,15,0.7773125,0.842567956,0.459805872,0,0,0,783
1,2,ADOBE ALPHABET COMCAST,ADOBE,ALPHABET,COMCAST,07/30/2018,06/26/2020,0.9,0.75,14.59016777,8.14785128,0.4454,0.1868,-11.48572924,-3.368058354,-13.04342031,-27.91234023,11,0.7916125,0.798829116,0.478699727,0,0,0,783
1,116,ALPHABET COSTCO MICROSOFT,ALPHABET,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,24.43783418,11.87960605,0.4914,0.2554,-18.91162194,-7.065380881,-23.78596781,-38.88387528,15,0.7781375,0.797571823,0.433987445,0,0,0,783
1,116,ALPHABET COSTCO MICROSOFT,ALPHABET,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,18.31183832,9.476684567,0.46315,0.21355,-14.17091878,-4.72495692,-18.55283491,-33.65074238,15,0.7781375,0.797571823,0.433987445,0,0,0,783
1,2,ADOBE ALPHABET COMCAST,ADOBE,ALPHABET,COMCAST,07/30/2018,06/26/2020,1,0.75,14.45210427,8.391000374,0.49175,0.21995,-12.16391218,-3.805006886,-13.75648199,-28.62986868,11,0.8465375,0.798829116,0.478699727,0,0,0,783
1,136,ALPHABET MICROSOFT VISA,ALPHABET,MICROSOFT,VISA,07/30/2018,06/26/2020,0.9,0.95,26.13615793,12.92968104,0.48935,0.24815,-20.24728368,-7.355482057,-24.93314294,-42.05291453,15,0.7789625,0.87748954,0.506578763,0,0,0,783
1,136,ALPHABET MICROSOFT VISA,ALPHABET,MICROSOFT,VISA,07/30/2018,06/26/2020,0.9,0.85,20.05037256,10.49393033,0.4619,0.20955,-15.5327184,-5.073567799,-19.67374153,-36.79351312,15,0.7789625,0.87748954,0.506578763,0,0,0,783
1,2,ADOBE ALPHABET COMCAST,ADOBE,ALPHABET,COMCAST,07/30/2018,06/26/2020,1.1,0.75,14.16708,8.542430635,0.5208,0.2365,-12.55612799,-4.047550973,-14.40713989,-29.01079983,12,0.89155,0.798829116,0.478699727,0,0,0,783
1,95,ALPHABET AMAZON MICROSOFT,ALPHABET,AMAZON,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,24.74418658,12.87547079,0.49515,0.23675,-19.23670465,-6.403323989,-20.7858877,-35.41034904,15,0.781725,0.804782711,0.445286279,0,0,0,783
1,95,ALPHABET AMAZON MICROSOFT,ALPHABET,AMAZON,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,18.61447071,10.2849009,0.46545,0.19815,-14.47132134,-4.224043875,-15.57763983,-30.20210117,15,0.781725,0.804782711,0.445286279,0,0,0,783
1,3,ADOBE ALPHABET COSTCO,ADOBE,ALPHABET,COSTCO,07/30/2018,06/26/2020,0.9,0.75,13.57484555,7.294386124,0.4308,0.1684,-10.63464045,-3.365543865,-15.00288379,-31.13259565,11,0.7877625,0.773520595,0.439008522,0,0,0,783
1,133,ALPHABET FACEBOOK CANRAIL,ALPHABET,FACEBOOK,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,24.80877802,8.284404435,0.49915,0.3727,-19.31981876,-11.03155038,-32.31720557,-45.70831468,15,0.7830625,0.809354221,0.448259357,0,0,0,783
1,133,ALPHABET FACEBOOK CANRAIL,ALPHABET,FACEBOOK,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,18.62759187,6.944444735,0.46985,0.32135,-14.50622431,-7.566083517,-27.15746065,-40.54856976,15,0.7830625,0.809354221,0.448259357,0,0,0,783
1,3,ADOBE ALPHABET COSTCO,ADOBE,ALPHABET,COSTCO,07/30/2018,06/26/2020,1,0.75,13.4179837,7.548668554,0.4795,0.1985,-11.34074172,-3.819405999,-16.46112522,-32.10355724,11,0.8500875,0.773520595,0.439008522,0,0,0,783
1,63,ADOBE MICROSOFT CANRAIL,ADOBE,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,26.35101351,14.55797988,0.49915,0.2297,-20.53127319,-6.026483873,-18.13969697,-36.16992919,15,0.7834625,0.840027898,0.493408116,0,0,0,783
1,63,ADOBE MICROSOFT CANRAIL,ADOBE,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,20.15625634,11.79145103,0.4728,0.18415,-15.70465611,-3.9604171,-12.99305691,-31.02328913,15,0.7834625,0.840027898,0.493408116,0,0,0,783
1,3,ADOBE ALPHABET COSTCO,ADOBE,ALPHABET,COSTCO,07/30/2018,06/26/2020,1.1,0.75,13.07585839,7.613938072,0.506,0.21685,-11.68150434,-4.096006861,-17.10286091,-32.75469066,12,0.8986875,0.773520595,0.439008522,0,0,0,783
1,38,ADOBE COSTCO MICROSOFT,ADOBE,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,25.99536234,15.13169295,0.4994,0.1768,-20.26255052,-5.190976928,-18.45945465,-38.57971343,15,0.7837875,0.814151271,0.470223865,0,0,0,783
1,38,ADOBE COSTCO MICROSOFT,ADOBE,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,19.8118559,11.89498515,0.4714,0.14365,-15.44270574,-3.597147917,-13.30600971,-33.42626848,15,0.7837875,0.814151271,0.470223865,0,0,0,783
1,4,ADOBE ALPHABET FACEBOOK,ADOBE,ALPHABET,FACEBOOK,07/30/2018,06/26/2020,0.9,0.75,14.66382947,6.593156403,0.43295,0.2212,-11.44578307,-4.86720057,-22.39602585,-36.98305045,11,0.784875,0.854779371,0.501881054,0,0,0,783
1,128,ALPHABET FACEBOOK VISA,ALPHABET,FACEBOOK,VISA,07/30/2018,06/26/2020,0.9,0.95,26.4801976,9.722898586,0.5001,0.3331,-20.64310459,-10.92480124,-34.94306156,-49.2872412,15,0.7838875,0.845921823,0.494796679,0,0,0,783
1,128,ALPHABET FACEBOOK VISA,ALPHABET,FACEBOOK,VISA,07/30/2018,06/26/2020,0.9,0.85,20.28275508,8.006772036,0.4738,0.29155,-15.81177908,-7.814093198,-29.80115928,-44.14533893,15,0.7838875,0.845921823,0.494796679,0,0,0,783
1,4,ADOBE ALPHABET FACEBOOK,ADOBE,ALPHABET,FACEBOOK,07/30/2018,06/26/2020,1,0.75,14.60943396,6.848891236,0.47925,0.2517,-12.18174564,-5.349185112,-23.24517112,-37.31766527,11,0.838625,0.854779371,0.501881054,0,0,0,783
1,137,ALPHABET MICROSOFT ALIBABA,ALPHABET,MICROSOFT,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,24.81785199,10.47727763,0.5043,0.31275,-19.36807367,-8.908687696,-26.43475602,-38.23759202,15,0.7847375,0.791249088,0.437802294,0,0,0,783
1,137,ALPHABET MICROSOFT ALIBABA,ALPHABET,MICROSOFT,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,18.61141262,8.539765756,0.47125,0.26975,-14.52451287,-6.004956835,-21.30518173,-33.10801773,15,0.7847375,0.791249088,0.437802294,0,0,0,783
1,4,ADOBE ALPHABET FACEBOOK,ADOBE,ALPHABET,FACEBOOK,07/30/2018,06/26/2020,1.1,0.75,14.3538629,6.94687456,0.50635,0.2692,-12.56640336,-5.637022364,-23.44602012,-37.47547151,12,0.8806375,0.854779371,0.501881054,0,0,0,783
1,4,ADOBE ALPHABET FACEBOOK,ADOBE,ALPHABET,FACEBOOK,07/30/2018,06/26/2020,0.9,0.95,26.69964783,10.50557707,0.50265,0.3209,-20.84028444,-10.34632671,-32.94941291,-47.53643751,15,0.784875,0.854779371,0.501881054,0,0,0,783
1,4,ADOBE ALPHABET FACEBOOK,ADOBE,ALPHABET,FACEBOOK,07/30/2018,06/26/2020,0.9,0.85,20.46517203,8.63133208,0.4774,0.27935,-15.9739937,-7.357327446,-27.84269711,-42.42972171,15,0.784875,0.854779371,0.501881054,0,0,0,783
1,5,ADOBE ALPHABET MICROSOFT,ADOBE,ALPHABET,MICROSOFT,07/30/2018,06/26/2020,0.9,0.75,14.17319135,7.977487581,0.4145,0.14535,-10.90335777,-2.956120748,-12.56465614,-29.06686829,11,0.773525,0.898857297,0.516317656,0,0,0,783
1,159,ALPHABET VISA CANRAIL,ALPHABET,VISA,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,25.45742742,10.94980777,0.5048,0.32415,-19.87445103,-8.945010343,-26.39934449,-41.92409272,15,0.785025,0.818889348,0.459351013,0,0,0,783
1,159,ALPHABET VISA CANRAIL,ALPHABET,VISA,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,19.23217415,9.074937072,0.4749,0.27285,-15.01443555,-5.962872573,-21.28632394,-36.81107217,15,0.785025,0.818889348,0.459351013,0,0,0,783
1,5,ADOBE ALPHABET MICROSOFT,ADOBE,ALPHABET,MICROSOFT,07/30/2018,06/26/2020,1,0.75,14.12918298,8.308976273,0.45815,0.17145,-11.60448182,-3.328279107,-13.73712332,-29.88096116,11,0.826,0.898857297,0.516317656,0,0,0,783
1,13,ADOBE ALPHABET CANRAIL,ADOBE,ALPHABET,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,25.85784104,11.76487098,0.50325,0.3136,-20.18834423,-8.45054419,-24.48704786,-39.32431653,15,0.785075,0.819525061,0.464905668,0,0,0,783
1,13,ADOBE ALPHABET CANRAIL,ADOBE,ALPHABET,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,19.62811941,9.781582055,0.477,0.2622,-15.32452886,-5.571964613,-19.37784657,-34.21511524,15,0.785075,0.819525061,0.464905668,0,0,0,783
1,5,ADOBE ALPHABET MICROSOFT,ADOBE,ALPHABET,MICROSOFT,07/30/2018,06/26/2020,1.1,0.75,13.89271901,8.492810635,0.48765,0.18665,-12.02533281,-3.567207797,-14.28819198,-30.40986431,11,0.8706625,0.898857297,0.516317656,0,0,0,783
1,17,ADOBE AMAZON MICROSOFT,ADOBE,AMAZON,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,26.29586058,15.87846927,0.5046,0.16435,-20.54597096,-4.733953962,-15.25235905,-35.00016697,15,0.785675,0.815050781,0.480815171,0,0,0,783
1,17,ADOBE AMAZON MICROSOFT,ADOBE,AMAZON,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,20.0564783,12.47630216,0.47785,0.1331,-15.67090074,-3.24891925,-10.15448572,-29.90229364,15,0.785675,0.815050781,0.480815171,0,0,0,783
1,307,COSTCO MICROSOFT CANRAIL,COSTCO,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,24.71002567,13.40578982,0.5067,0.24075,-19.31977353,-5.961320101,-17.40117382,-34.2363976,15,0.7862,0.753247086,0.413207762,0,0,0,783
1,307,COSTCO MICROSOFT CANRAIL,COSTCO,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,18.47903997,10.69593209,0.4747,0.1923,-14.44801685,-3.794157219,-12.29997478,-29.13519855,15,0.7862,0.753247086,0.413207762,0,0,0,783
1,106,ALPHABET COMCAST MICROSOFT,ALPHABET,COMCAST,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,26.03781171,12.83860923,0.50895,0.2898,-20.3982307,-7.596654763,-21.57505129,-34.83333631,15,0.7877625,0.805919603,0.47064646,0,0,0,783
1,3,ADOBE ALPHABET COSTCO,ADOBE,ALPHABET,COSTCO,07/30/2018,06/26/2020,0.9,0.95,25.64072548,12.26962222,0.50895,0.27205,-20.08714539,-7.850283129,-25.49783605,-41.62754791,15,0.7877625,0.773520595,0.439008522,0,0,0,783
1,106,ALPHABET COMCAST MICROSOFT,ALPHABET,COMCAST,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,19.76960419,10.58257604,0.4805,0.2414,-15.48766661,-4.941513739,-16.51291012,-29.77119514,15,0.7877625,0.805919603,0.47064646,0,0,0,783
1,3,ADOBE ALPHABET COSTCO,ADOBE,ALPHABET,COSTCO,07/30/2018,06/26/2020,0.9,0.85,19.37014494,9.861079859,0.48025,0.2295,-15.17472343,-5.344283009,-20.43756425,-36.56727611,15,0.7877625,0.773520595,0.439008522,0,0,0,783
1,6,ADOBE ALPHABET PMORRIS,ADOBE,ALPHABET,PMORRIS,07/30/2018,06/26/2020,1.1,0.75,14.78711252,8.86525142,0.5314,0.2543,-13.11260957,-4.282185944,-14.54233381,-28.68043837,12,0.892025,0.7846674,0.483540555,0,0,0,783
1,94,ALPHABET AMAZON FACEBOOK,ALPHABET,AMAZON,FACEBOOK,07/30/2018,06/26/2020,0.9,0.95,24.93756314,9.663481817,0.5075,0.31895,-19.53692137,-9.882695958,-31.92164142,-45.65077042,15,0.7877875,0.765413097,0.432823233,0,0,0,783
1,94,ALPHABET AMAZON FACEBOOK,ALPHABET,AMAZON,FACEBOOK,07/30/2018,06/26/2020,0.9,0.85,18.68588023,7.738200406,0.4793,0.27645,-14.6391438,-6.912827395,-26.84663907,-40.57576807,15,0.7877875,0.765413097,0.432823233,0,0,0,783
1,124,ALPHABET COSTCO CANRAIL,ALPHABET,COSTCO,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,23.45468253,9.975695482,0.5136,0.32565,-18.38067852,-8.422532855,-24.54505666,-37.90924374,15,0.788025,0.720863397,0.383646081,0,0,0,783
1,124,ALPHABET COSTCO CANRAIL,ALPHABET,COSTCO,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,17.1489053,8.02796794,0.4824,0.27195,-13.4390442,-5.431213554,-19.51416676,-32.87835384,15,0.788025,0.720863397,0.383646081,0,0,0,783
1,47,ADOBE FACEBOOK MICROSOFT,ADOBE,FACEBOOK,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,27.4100967,12.93605206,0.50955,0.2579,-21.49604958,-8.593187231,-31.00301721,-46.40688577,15,0.7886,0.854428038,0.526788848,0,0,0,783
1,47,ADOBE FACEBOOK MICROSOFT,ADOBE,FACEBOOK,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,21.12948693,10.39285957,0.4832,0.22265,-16.5705544,-6.207467727,-25.95590608,-41.35977464,15,0.7886,0.854428038,0.526788848,0,0,0,783
1,47,ADOBE FACEBOOK MICROSOFT,ADOBE,FACEBOOK,MICROSOFT,07/30/2018,06/26/2020,0.9,0.75,15.26105418,7.770182253,0.44335,0.1782,-11.96830427,-4.222250751,-20.58375214,-35.9876207,15,0.7886,0.854428038,0.526788848,0,0,0,783
1,389,MICROSOFT VISA CANRAIL,MICROSOFT,VISA,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,26.52531499,14.32239997,0.50845,0.24305,-20.80249644,-6.530165742,-19.53341844,-38.42732669,15,0.7886125,0.82232738,0.484138324,0,0,0,783
1,389,MICROSOFT VISA CANRAIL,MICROSOFT,VISA,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,20.26806538,11.61315302,0.4813,0.19715,-15.89524415,-4.327009526,-14.46796369,-33.36187194,15,0.7886125,0.82232738,0.484138324,0,0,0,783
1,1,ADOBE ALPHABET AMAZON,ADOBE,ALPHABET,AMAZON,07/30/2018,06/26/2020,0.9,0.95,25.8458803,13.05540374,0.5112,0.2553,-20.27092155,-7.255355298,-23.03575497,-39.02197425,15,0.7886625,0.789261629,0.451656119,0,0,0,783
1,1,ADOBE ALPHABET AMAZON,ADOBE,ALPHABET,AMAZON,07/30/2018,06/26/2020,0.9,0.85,19.55252736,10.47368924,0.48215,0.21555,-15.33504541,-4.897435822,-17.99908644,-33.98530572,15,0.7886625,0.789261629,0.451656119,0,0,0,783
1,129,ALPHABET FACEBOOK ALIBABA,ALPHABET,FACEBOOK,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,24.89036356,7.600960754,0.5126,0.3804,-19.53510806,-11.92299719,-33.76695036,-46.19504024,15,0.7892125,0.755949435,0.426125703,0,0,0,783
1,129,ALPHABET FACEBOOK ALIBABA,ALPHABET,FACEBOOK,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,18.60345881,6.233811433,0.48165,0.3345,-14.60085456,-8.364209105,-28.72865418,-41.15674406,15,0.7892125,0.755949435,0.426125703,0,0,0,783
1,182,AMAZON COSTCO MICROSOFT,AMAZON,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,24.56199923,14.49949005,0.51545,0.1844,-19.282522,-4.841706233,-15.35994129,-33.25643108,15,0.789425,0.740352863,0.401915797,0,0,0,783
1,182,AMAZON COSTCO MICROSOFT,AMAZON,COSTCO,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,18.24851182,11.19028182,0.48255,0.1466,-14.32608671,-3.183554373,-10.34396609,-28.24045588,15,0.789425,0.740352863,0.401915797,0,0,0,783
1,115,ALPHABET COSTCO FACEBOOK,ALPHABET,COSTCO,FACEBOOK,07/30/2018,06/26/2020,0.9,0.95,24.86630316,8.905989376,0.5143,0.3395,-19.52235673,-10.61830871,-33.78016807,-47.40917468,15,0.7894625,0.732053429,0.417700256,0,0,0,783
1,115,ALPHABET COSTCO FACEBOOK,ALPHABET,COSTCO,FACEBOOK,07/30/2018,06/26/2020,0.9,0.85,18.53773332,7.100897776,0.4855,0.29495,-14.55384182,-7.458983484,-28.77633664,-42.40534325,15,0.7894625,0.732053429,0.417700256,0,0,0,783
1,93,ALPHABET AMAZON COSTCO,ALPHABET,AMAZON,COSTCO,07/30/2018,06/26/2020,0.9,0.95,23.26718739,10.93945895,0.516,0.2736,-18.28217865,-7.370453199,-23.93280443,-38.01625812,15,0.790125,0.702682858,0.371623841,0,0,0,783
1,93,ALPHABET AMAZON COSTCO,ALPHABET,AMAZON,COSTCO,07/30/2018,06/26/2020,0.9,0.85,16.94800726,8.491120797,0.4825,0.2294,-13.31688662,-4.851168383,-18.92574663,-33.00920032,15,0.790125,0.702682858,0.371623841,0,0,0,783
1,58,ADOBE MICROSOFT VISA,ADOBE,MICROSOFT,VISA,07/30/2018,06/26/2020,0.9,0.95,27.99355445,16.67450384,0.51235,0.1693,-22.00287699,-5.396664383,-19.2058799,-40.19753653,15,0.790375,0.848861755,0.534922841,0,0,0,783
1,9,ADOBE ALPHABET ALIBABA,ADOBE,ALPHABET,ALIBABA,07/30/2018,06/26/2020,0.9,0.75,13.84365622,6.834143505,0.44005,0.21745,-10.90869629,-4.094248755,-17.03236964,-30.27647935,11,0.7923875,0.759212149,0.441340146,0,0,0,783
1,58,ADOBE MICROSOFT VISA,ADOBE,MICROSOFT,VISA,07/30/2018,06/26/2020,0.9,0.85,21.68262491,13.2382781,0.4865,0.1399,-17.04249918,-3.860329603,-14.19388084,-35.18553747,15,0.790375,0.848861755,0.534922841,0,0,0,783
1,58,ADOBE MICROSOFT VISA,ADOBE,MICROSOFT,VISA,07/30/2018,06/26/2020,0.9,0.75,15.79887145,9.824358351,0.44575,0.107,-12.4178809,-2.636180618,-8.844252476,-29.83590911,15,0.790375,0.848861755,0.534922841,0,0,0,783
1,9,ADOBE ALPHABET ALIBABA,ADOBE,ALPHABET,ALIBABA,07/30/2018,06/26/2020,1,0.75,13.68039038,7.062760076,0.4887,0.25245,-11.59592028,-4.554681431,-17.43362071,-30.69828757,11,0.85255,0.759212149,0.441340146,0,0,0,783
1,134,ALPHABET MICROSOFT PMORRIS,ALPHABET,MICROSOFT,PMORRIS,07/30/2018,06/26/2020,0.9,0.95,26.52539102,12.74978094,0.5146,0.3063,-20.85281726,-8.137421354,-21.84726171,-34.81620587,15,0.790525,0.81225381,0.47953052,0,0,0,783
1,134,ALPHABET MICROSOFT PMORRIS,ALPHABET,MICROSOFT,PMORRIS,07/30/2018,06/26/2020,0.9,0.85,20.20982649,10.60933415,0.4862,0.25905,-15.88786451,-5.313636004,-16.83987336,-29.80881752,15,0.790525,0.81225381,0.47953052,0,0,0,783
1,9,ADOBE ALPHABET ALIBABA,ADOBE,ALPHABET,ALIBABA,07/30/2018,06/26/2020,1.1,0.75,13.38561753,7.220524299,0.51695,0.2711,-11.97861971,-4.781488481,-17.5634528,-30.76168361,12,0.900225,0.759212149,0.441340146,0,0,0,783
1,119,ALPHABET COSTCO VISA,ALPHABET,COSTCO,VISA,07/30/2018,06/26/2020,0.9,0.95,25.62105511,11.79186111,0.5174,0.2856,-20.14569367,-8.381827863,-27.46287828,-43.83190318,15,0.790675,0.743068365,0.42860583,0,0,0,783
1,119,ALPHABET COSTCO VISA,ALPHABET,COSTCO,VISA,07/30/2018,06/26/2020,0.9,0.85,19.26540682,9.42133373,0.4889,0.2413,-15.14828263,-5.753517992,-22.48813049,-38.85715539,15,0.790675,0.743068365,0.42860583,0,0,0,783
1,8,ADOBE ALPHABET VISA,ADOBE,ALPHABET,VISA,07/30/2018,06/26/2020,0.9,0.95,27.63632824,13.77984234,0.5118,0.26235,-21.73306129,-7.993934742,-25.88914989,-43.11676942,15,0.790775,0.837176736,0.50786831,0,0,0,783
1,8,ADOBE ALPHABET VISA,ADOBE,ALPHABET,VISA,07/30/2018,06/26/2020,0.9,0.85,21.32887826,11.23574966,0.48725,0.2229,-16.77291622,-5.574568692,-20.87692365,-38.10454319,15,0.790775,0.837176736,0.50786831,0,0,0,783
1,8,ADOBE ALPHABET VISA,ADOBE,ALPHABET,VISA,07/30/2018,06/26/2020,0.9,0.75,15.4212546,8.534832985,0.4467,0.1693,-12.12719246,-3.623492914,-15.54852474,-32.77614428,15,0.790775,0.837176736,0.50786831,0,0,0,783
1,59,ADOBE MICROSOFT ALIBABA,ADOBE,MICROSOFT,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,26.64507375,13.40340651,0.51615,0.25715,-20.96245222,-7.599468472,-24.1279944,-38.81652182,15,0.7911125,0.778509836,0.469763644,0,0,0,783
1,59,ADOBE MICROSOFT ALIBABA,ADOBE,MICROSOFT,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,20.31240574,10.78671932,0.4876,0.2191,-15.98035865,-5.230115236,-19.13784723,-33.82637465,15,0.7911125,0.778509836,0.469763644,0,0,0,783
1,28,ADOBE COMCAST MICROSOFT,ADOBE,COMCAST,MICROSOFT,07/30/2018,06/26/2020,0.9,0.95,27.31355698,15.60440711,0.51515,0.219,-21.49038365,-5.94597966,-17.33801832,-35.04115448,15,0.7911875,0.820989507,0.507133142,0,0,0,783
1,10,ADOBE ALPHABET LONDONSE,ADOBE,ALPHABET,LONDONSE,07/30/2018,06/26/2020,1.1,0.75,14.85776086,10.30322155,0.58145,0.19145,-13.63840898,-3.383543984,-10.76029457,-26.39188619,12,0.923475,0.569304608,0.422696004,0,0,0,783
1,28,ADOBE COMCAST MICROSOFT,ADOBE,COMCAST,MICROSOFT,07/30/2018,06/26/2020,0.9,0.85,20.96799533,12.5928099,0.4899,0.1794,-16.49767785,-3.957037026,-12.35854737,-30.06168353,15,0.7911875,0.820989507,0.507133142,0,0,0,783
1,28,ADOBE COMCAST MICROSOFT,ADOBE,COMCAST,MICROSOFT,07/30/2018,06/26/2020,0.9,0.75,15.06622776,9.4459013,0.445,0.12585,-11.85415049,-2.449689985,-7.027952099,-24.73108826,15,0.7911875,0.820989507,0.507133142,0,0,0,783
1,343,FACEBOOK MICROSOFT CANRAIL,FACEBOOK,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,26.31259407,11.24625171,0.51535,0.3187,-20.71358546,-9.487447324,-29.97336439,-44.23587865,15,0.7916,0.800755902,0.470885004,0,0,0,783
1,343,FACEBOOK MICROSOFT CANRAIL,FACEBOOK,MICROSOFT,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,19.98968457,9.211534572,0.48765,0.2707,-15.73611627,-6.546506249,-24.97857955,-39.24109381,15,0.7916,0.800755902,0.470885004,0,0,0,783
1,2,ADOBE ALPHABET COMCAST,ADOBE,ALPHABET,COMCAST,07/30/2018,06/26/2020,0.9,0.95,26.86670534,12.78552189,0.51715,0.30675,-21.15011341,-8.39809563,-23.32515972,-38.19407963,15,0.7916125,0.798829116,0.478699727,0,0,0,783
1,11,ADOBE ALPHABET LVMH,ADOBE,ALPHABET,LVMH,07/30/2018,06/26/2020,1,0.75,14.83918198,8.537482379,0.52955,0.22055,-12.80263556,-4.296960068,-17.027719,-32.22314504,11,0.8678125,0.660334969,0.441042163,0,0,0,783
1,2,ADOBE ALPHABET COMCAST,ADOBE,ALPHABET,COMCAST,07/30/2018,06/26/2020,0.9,0.85,20.50781005,10.60195999,0.4916,0.25735,-16.14423886,-5.576236685,-18.35894072,-33.22786063,15,0.7916125,0.798829116,0.478699727,0,0,0,783
1,155,ALPHABET VISA ALIBABA,ALPHABET,VISA,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,25.68635932,10.08569504,0.51915,0.33965,-20.22536398,-10.15042968,-29.11916174,-42.95990286,15,0.7917875,0.759105014,0.435879313,0,0,0,783
1,11,ADOBE ALPHABET LVMH,ADOBE,ALPHABET,LVMH,07/30/2018,06/26/2020,1.1,0.75,14.51926247,8.637411797,0.55615,0.2376,-13.15878204,-4.554570077,-17.53922154,-32.58373517,12,0.9117375,0.660334969,0.441042163,0,0,0,783
