BackT,Clave,Composicion_1,Composicion_2,Composicion_3,Composicion_4,F_Inicio,F_Fin,Trigger,Strike,Cupon,Rentabilidad,ProbNeut_Put,Prob_Put,NPVNeut_Put,NPV_Put,VaR95,ES95,Bloque,Vida_Media,rhoCesta,volatCesta,NPVPut_Back,NCupones_Back,Rentabilidad_Back,Fin_Ventana
1,346,FACEBOOK PMORRIS ALIBABA,FACEBOOK,PMORRIS,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,20.9763359,8.556294795,0.54295,0.3605,-17.05552139,-8.51052289,-25.33055453,-37.44752685,15,0.8177,0.636658756,0.416038098,0,0,0,783
1,34,ADOBE COMCAST LVMH,ADOBE,COMCAST,LVMH,07/30/2018,06/26/2020,0.9,0.95,28.71893056,15.63626605,0.57265,0.27585,-23.35125513,-7.769477911,-21.20592917,-37.62080526,15,0.8177125,0.638999546,0.440603894,0,0,0,783
1,34,ADOBE COMCAST LVMH,ADOBE,COMCAST,LVMH,07/30/2018,06/26/2020,0.9,0.85,21.89588045,12.61017784,0.5448,0.2299,-17.80345858,-5.241677567,-16.78522254,-33.20009862,15,0.8177125,0.638999546,0.440603894,0,0,0,783
1,34,ADOBE COMCAST LVMH,ADOBE,COMCAST,LVMH,07/30/2018,06/26/2020,0.9,0.75,15.53642386,9.401961274,0.49405,0.16785,-12.63260819,-3.269507622,-11.98542969,-28.40030577,15,0.8177125,0.638999546,0.440603894,0,0,0,783
1,158,ALPHABET VISA ROCHE,ALPHABET,VISA,ROCHE,07/30/2018,06/26/2020,0.9,0.95,26.69585504,14.00029233,0.57445,0.27925,-21.70795022,-7.752991667,-22.58315579,-38.79785143,15,0.817775,0.530079278,0.388430065,0,0,0,783
1,158,ALPHABET VISA ROCHE,ALPHABET,VISA,ROCHE,07/30/2018,06/26/2020,0.9,0.85,19.88894419,11.0058966,0.53915,0.2308,-16.17285566,-5.206458944,-18.14967732,-34.36437295,15,0.817775,0.530079278,0.388430065,0,0,0,783
1,83,ADOBE ALIBABA LVMH,ADOBE,ALIBABA,LVMH,07/30/2018,06/26/2020,0.9,0.95,27.95440673,13.62030991,0.5735,0.30335,-22.7334456,-9.150240192,-25.667582,-40.32489044,15,0.81785,0.625888088,0.406238704,0,0,0,783
1,83,ADOBE ALIBABA LVMH,ADOBE,ALIBABA,LVMH,07/30/2018,06/26/2020,0.9,0.85,21.14714515,10.89083656,0.5404,0.26115,-17.19755595,-6.34063169,-21.23490088,-35.89220933,15,0.81785,0.625888088,0.406238704,0,0,0,783
1,323,COSTCO VISA LVMH,COSTCO,VISA,LVMH,07/30/2018,06/26/2020,0.9,0.95,27.26792143,14.56667558,0.5738,0.2544,-22.17853924,-7.66081003,-25.42851695,-43.01837328,15,0.817975,0.583116886,0.393060963,0,0,0,783
1,323,COSTCO VISA LVMH,COSTCO,VISA,LVMH,07/30/2018,06/26/2020,0.9,0.85,20.46473729,11.35090278,0.54165,0.21145,-16.64512567,-5.335121846,-20.9933515,-38.58320783,15,0.817975,0.583116886,0.393060963,0,0,0,783
1,72,ADOBE S_P ALIBABA,ADOBE,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,30.24756837,16.5791694,0.5719,0.2731,-24.60391934,-8.083237916,-21.48783567,-36.00681946,15,0.8180375,0.681322826,0.471235996,0,0,0,783
1,72,ADOBE S_P ALIBABA,ADOBE,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,23.43476609,13.54832044,0.5453,0.23275,-19.06226271,-5.566255225,-17.06096342,-31.57994721,15,0.8180375,0.681322826,0.471235996,0,0,0,783
1,72,ADOBE S_P ALIBABA,ADOBE,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.75,17.05465559,10.38912959,0.4992,0.1784,-13.8725654,-3.526773566,-12.28013306,-26.79911685,15,0.8180375,0.681322826,0.471235996,0,0,0,783
1,79,ADOBE VISA LVMH,ADOBE,VISA,LVMH,07/30/2018,06/26/2020,0.9,0.95,29.47703143,16.69261213,0.5714,0.2323,-23.9778976,-7.347597316,-23.8993079,-42.20510177,15,0.8180625,0.670723873,0.468756038,0,0,0,783
1,79,ADOBE VISA LVMH,ADOBE,VISA,LVMH,07/30/2018,06/26/2020,0.9,0.85,22.68187831,13.28745907,0.54225,0.1958,-18.45042493,-5.215320172,-19.45816785,-37.76396171,15,0.8180625,0.670723873,0.468756038,0,0,0,783
1,79,ADOBE VISA LVMH,ADOBE,VISA,LVMH,07/30/2018,06/26/2020,0.9,0.75,16.33208872,9.829855831,0.4956,0.1502,-13.28523029,-3.495681312,-14.6526926,-32.95848647,15,0.8180625,0.670723873,0.468756038,0,0,0,783
1,352,FACEBOOK S_P ALIBABA,FACEBOOK,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,29.60437122,13.16885705,0.57145,0.34605,-24.08255567,-10.94052494,-28.68872545,-41.99306206,15,0.8181,0.664355746,0.453544715,0,0,0,783
1,352,FACEBOOK S_P ALIBABA,FACEBOOK,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,22.8044629,10.8637283,0.5436,0.30225,-18.55096814,-7.715065102,-24.25173045,-37.55606706,15,0.8181,0.664355746,0.453544715,0,0,0,783
1,352,FACEBOOK S_P ALIBABA,FACEBOOK,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.75,16.45400842,8.377490817,0.4949,0.24035,-13.38500219,-5.032951469,-19.44703726,-32.75137386,15,0.8181,0.664355746,0.453544715,0,0,0,783
1,205,AMAZON MICROSOFT LVMH,AMAZON,MICROSOFT,LVMH,07/30/2018,06/26/2020,0.9,0.95,27.30380614,16.36507183,0.57245,0.2112,-22.21281089,-5.914437374,-18.11347669,-34.52110396,15,0.8181625,0.584314009,0.398373174,0,0,0,783
1,205,AMAZON MICROSOFT LVMH,AMAZON,MICROSOFT,LVMH,07/30/2018,06/26/2020,0.9,0.85,20.51218735,12.7498975,0.54035,0.17295,-16.68753932,-3.992281878,-13.6701245,-30.07775177,15,0.8181625,0.584314009,0.398373174,0,0,0,783
1,313,COSTCO PMORRIS ROCHE,COSTCO,PMORRIS,ROCHE,07/30/2018,06/26/2020,0.9,0.95,25.01411631,14.56553099,0.57455,0.2506,-20.35375604,-5.845088937,-14.64463546,-28.38648063,15,0.8183125,0.506204211,0.334430207,0,0,0,783
1,82,ADOBE ALIBABA LONDONSE,ADOBE,ALIBABA,LONDONSE,07/30/2018,06/26/2020,1.1,0.75,14.72723249,9.962805774,0.5942,0.21845,-13.6714853,-3.753965033,-11.93038028,-25.86419498,12,0.93395,0.507655641,0.383877968,0,0,0,783
1,313,COSTCO PMORRIS ROCHE,COSTCO,PMORRIS,ROCHE,07/30/2018,06/26/2020,0.9,0.85,18.22374046,11.27913141,0.5368,0.19855,-14.82848976,-3.597428454,-10.20128489,-23.94313006,15,0.8183125,0.506204211,0.334430207,0,0,0,783
1,396,MICROSOFT LONDONSE CANRAIL,MICROSOFT,LONDONSE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,27.45493458,17.59050898,0.5736,0.21245,-22.34323105,-4.831085821,-9.409617668,-24.48354218,15,0.8184375,0.586354809,0.403880726,0,0,0,783
1,83,ADOBE ALIBABA LVMH,ADOBE,ALIBABA,LVMH,07/30/2018,06/26/2020,0.9,0.75,14.86126149,8.071749779,0.4865,0.20165,-12.08566803,-4.041911049,-16.37581083,-31.03311928,11,0.81785,0.625888088,0.406238704,0,0,0,783
1,396,MICROSOFT LONDONSE CANRAIL,MICROSOFT,LONDONSE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,20.63610867,13.92204269,0.54365,0.16605,-16.79396987,-2.937797149,-4.990400497,-20.064325,15,0.8184375,0.586354809,0.403880726,0,0,0,783
1,451,ALIBABA ROCHE CANRAIL,ALIBABA,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,23.46062416,10.8157386,0.5751,0.3338,-19.09463973,-8.303913077,-22.13383164,-32.13706993,15,0.818525,0.466324262,0.309027419,0,0,0,783
1,83,ADOBE ALIBABA LVMH,ADOBE,ALIBABA,LVMH,07/30/2018,06/26/2020,1,0.75,14.69311926,8.286233404,0.5367,0.23515,-12.78457241,-4.5280443,-17.14858433,-31.48413225,12,0.875225,0.625888088,0.406238704,0,0,0,783
1,451,ALIBABA ROCHE CANRAIL,ALIBABA,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,16.66923735,8.351106073,0.5388,0.2765,-13.56711909,-5.240414387,-17.69275153,-27.69598982,15,0.818525,0.466324262,0.309027419,0,0,0,783
1,152,ALPHABET S_P LVMH,ALPHABET,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.95,29.30339332,15.5229968,0.57215,0.29185,-23.85262565,-8.380897842,-22.63151301,-36.6940988,15,0.8186125,0.659234825,0.453265918,0,0,0,783
1,83,ADOBE ALIBABA LVMH,ADOBE,ALIBABA,LVMH,07/30/2018,06/26/2020,1.1,0.75,14.37266367,8.373214731,0.5618,0.25335,-13.11512874,-4.772921857,-17.53428864,-31.79860107,12,0.918,0.625888088,0.406238704,0,0,0,783
1,152,ALPHABET S_P LVMH,ALPHABET,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.85,22.49389855,12.66035757,0.54475,0.24585,-18.30977511,-5.696181384,-18.20585055,-32.26843634,15,0.8186125,0.659234825,0.453265918,0,0,0,783
1,152,ALPHABET S_P LVMH,ALPHABET,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.75,16.12851964,9.611187571,0.49785,0.1847,-13.12842978,-3.556081006,-13.41662929,-27.47921508,15,0.8186125,0.659234825,0.453265918,0,0,0,783
1,84,ADOBE ALIBABA ROCHE,ADOBE,ALIBABA,ROCHE,07/30/2018,06/26/2020,0.9,0.75,14.04802405,8.408639725,0.5011,0.17655,-11.60462715,-3.22999665,-12.52214821,-26.24327067,11,0.8308,0.447853487,0.351039603,0,0,0,783
1,316,COSTCO S_P ALIBABA,COSTCO,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.95,27.99766674,14.70044942,0.57505,0.2903,-22.79429051,-8.141516563,-21.88691499,-34.809681,15,0.818775,0.581430826,0.392338782,0,0,0,783
1,316,COSTCO S_P ALIBABA,COSTCO,S_P,ALIBABA,07/30/2018,06/26/2020,0.9,0.85,21.1921728,11.82700088,0.54135,0.24555,-17.25360001,-5.469649512,-17.4590833,-30.3818493,15,0.818775,0.581430826,0.392338782,0,0,0,783
1,84,ADOBE ALIBABA ROCHE,ADOBE,ALIBABA,ROCHE,07/30/2018,06/26/2020,1,0.75,13.71140828,8.64172518,0.5535,0.209,-12.25248344,-3.647148065,-13.15082435,-26.81351131,12,0.898925,0.447853487,0.351039603,0,0,0,783
1,312,COSTCO PMORRIS LVMH,COSTCO,PMORRIS,LVMH,07/30/2018,06/26/2020,0.9,0.95,26.41596091,13.67569032,0.5752,0.2945,-21.50948503,-7.876846243,-21.20465988,-36.23992812,15,0.8188875,0.566472647,0.374092052,0,0,0,783
1,312,COSTCO PMORRIS LVMH,COSTCO,PMORRIS,LVMH,07/30/2018,06/26/2020,0.9,0.85,19.60612476,10.82778956,0.542,0.2451,-15.96450148,-5.17540722,-16.78114957,-31.81641782,15,0.8188875,0.566472647,0.374092052,0,0,0,783
1,84,ADOBE ALIBABA ROCHE,ADOBE,ALIBABA,ROCHE,07/30/2018,06/26/2020,1.1,0.75,13.33686807,8.668212036,0.57705,0.2277,-12.5214219,-3.890526395,-13.46619081,-27.37778713,12,0.9445875,0.447853487,0.351039603,0,0,0,783
1,206,AMAZON MICROSOFT ROCHE,AMAZON,MICROSOFT,ROCHE,07/30/2018,06/26/2020,0.9,0.95,26.0915142,17.22272797,0.5779,0.1741,-21.2472236,-4.103997872,-9.061285171,-25.27081315,15,0.8189625,0.497684713,0.356245754,0,0,0,783
1,206,AMAZON MICROSOFT ROCHE,AMAZON,MICROSOFT,ROCHE,07/30/2018,06/26/2020,0.9,0.85,19.25745986,13.17439928,0.5408,0.1322,-15.68201648,-2.57090022,-4.658119399,-20.86764738,15,0.8189625,0.497684713,0.356245754,0,0,0,783
1,85,ADOBE ALIBABA CANRAIL,ADOBE,ALIBABA,CANRAIL,07/30/2018,06/26/2020,0.9,0.75,13.9812012,7.44787164,0.45545,0.20775,-11.14354997,-3.720840815,-14.85792215,-28.20729088,11,0.8015125,0.70007881,0.418553647,0,0,0,783
1,12,ADOBE ALPHABET ROCHE,ADOBE,ALPHABET,ROCHE,07/30/2018,06/26/2020,0.9,0.95,27.23309917,15.04246118,0.57845,0.2652,-22.17752476,-7.188857408,-20.09566988,-35.83462071,15,0.8189875,0.524095299,0.392962924,0,0,0,783
1,12,ADOBE ALPHABET ROCHE,ADOBE,ALPHABET,ROCHE,07/30/2018,06/26/2020,0.9,0.85,20.37547205,11.86602067,0.54405,0.21805,-16.59295305,-4.773264143,-15.71198077,-31.4509316,15,0.8189875,0.524095299,0.392962924,0,0,0,783
1,85,ADOBE ALIBABA CANRAIL,ADOBE,ALIBABA,CANRAIL,07/30/2018,06/26/2020,1,0.75,13.76149534,7.630946989,0.50445,0.2454,-11.80431425,-4.200087591,-15.23288232,-28.74001274,11,0.8627875,0.70007881,0.418553647,0,0,0,783
1,440,VISA LONDONSE LVMH,VISA,LONDONSE,LVMH,07/30/2018,06/26/2020,0.9,0.95,27.93146265,16.37354884,0.5744,0.21965,-22.75249495,-6.443496299,-19.85665179,-38.37134887,15,0.8192125,0.618867645,0.41369869,0,0,0,783
1,440,VISA LONDONSE LVMH,VISA,LONDONSE,LVMH,07/30/2018,06/26/2020,0.9,0.85,21.11539715,12.81439192,0.5439,0.1818,-17.20024379,-4.438992746,-15.44045785,-33.95515493,15,0.8192125,0.618867645,0.41369869,0,0,0,783
1,85,ADOBE ALIBABA CANRAIL,ADOBE,ALIBABA,CANRAIL,07/30/2018,06/26/2020,1.1,0.75,13.38986346,7.672632535,0.5293,0.26545,-12.11247329,-4.467578053,-15.47767961,-29.16161001,12,0.910025,0.70007881,0.418553647,0,0,0,783
1,101,ALPHABET AMAZON LVMH,ALPHABET,AMAZON,LVMH,07/30/2018,06/26/2020,0.9,0.95,26.1398627,13.00262049,0.5754,0.298,-21.29405451,-8.328756628,-24.15905523,-37.60654113,15,0.81925,0.561347599,0.370336977,0,0,0,783
1,101,ALPHABET AMAZON LVMH,ALPHABET,AMAZON,LVMH,07/30/2018,06/26/2020,0.9,0.85,19.32306336,10.19693298,0.5443,0.25215,-15.74095355,-5.577432546,-19.74371809,-33.19120399,15,0.81925,0.561347599,0.370336977,0,0,0,783
1,130,ALPHABET FACEBOOK LONDONSE,ALPHABET,FACEBOOK,LONDONSE,07/30/2018,06/26/2020,0.9,0.95,27.34615876,12.6781184,0.57375,0.31845,-22.27708953,-9.628793008,-28.10585707,-41.87297304,15,0.8192625,0.583320443,0.410903144,0,0,0,783
1,130,ALPHABET FACEBOOK LONDONSE,ALPHABET,FACEBOOK,LONDONSE,07/30/2018,06/26/2020,0.9,0.85,20.53446505,10.07926601,0.5437,0.27445,-16.72805751,-6.676748718,-23.68642229,-37.45353825,15,0.8192625,0.583320443,0.410903144,0,0,0,783
1,235,AMAZON ROCHE CANRAIL,AMAZON,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,23.78046764,13.72903628,0.5811,0.25745,-19.37526006,-5.69910469,-14.44310056,-26.55216585,15,0.8193875,0.475523535,0.315054876,0,0,0,783
1,235,AMAZON ROCHE CANRAIL,AMAZON,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,16.9272166,10.44722268,0.5409,0.20165,-13.79153803,-3.388670315,-10.0585688,-22.16763409,15,0.8193875,0.475523535,0.315054876,0,0,0,783
1,91,ADOBE ROCHE CANRAIL,ADOBE,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,27.16089487,15.96706286,0.5779,0.25355,-22.13287324,-6.22902724,-15.28194265,-31.95801804,15,0.8195125,0.540626035,0.379521233,0,0,0,783
1,91,ADOBE ROCHE CANRAIL,ADOBE,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,20.30936255,12.65284182,0.5456,0.2009,-16.54969577,-3.951224194,-10.89685903,-27.57293442,15,0.8195125,0.540626035,0.379521233,0,0,0,783
1,44,ADOBE COSTCO LVMH,ADOBE,COSTCO,LVMH,07/30/2018,06/26/2020,0.9,0.95,27.95724369,15.68300013,0.5766,0.241,-22.78215671,-7.15673364,-22.80334735,-40.40378676,15,0.819525,0.570555205,0.394633991,0,0,0,783
1,44,ADOBE COSTCO LVMH,ADOBE,COSTCO,LVMH,07/30/2018,06/26/2020,0.9,0.85,21.11701507,12.29981943,0.5461,0.20045,-17.20810363,-4.956290799,-18.40908571,-36.00952512,15,0.819525,0.570555205,0.394633991,0,0,0,783
1,68,ADOBE PMORRIS LVMH,ADOBE,PMORRIS,LVMH,07/30/2018,06/26/2020,0.9,0.95,29.33691689,15.6875963,0.5777,0.29205,-23.91297033,-8.278144586,-21.41558384,-37.55789976,15,0.81975,0.638858621,0.447664648,0,0,0,783
1,68,ADOBE PMORRIS LVMH,ADOBE,PMORRIS,LVMH,07/30/2018,06/26/2020,0.9,0.85,22.45990972,12.76760696,0.5519,0.2464,-18.30741644,-5.587746252,-17.05301047,-33.19532639,15,0.81975,0.638858621,0.447664648,0,0,0,783
1,68,ADOBE PMORRIS LVMH,ADOBE,PMORRIS,LVMH,07/30/2018,06/26/2020,0.9,0.75,16.03505675,9.646101976,0.50165,0.1809,-13.07042038,-3.463823788,-12.31978369,-28.46209961,15,0.81975,0.638858621,0.447664648,0,0,0,783
1,388,MICROSOFT VISA ROCHE,MICROSOFT,VISA,ROCHE,07/30/2018,06/26/2020,0.9,0.95,27.81602622,17.71216873,0.5764,0.1825,-22.67605313,-5.042126154,-13.09257617,-34.19737475,15,0.81985,0.540850101,0.413429456,0,0,0,783
1,388,MICROSOFT VISA ROCHE,MICROSOFT,VISA,ROCHE,07/30/2018,06/26/2020,0.9,0.85,20.99376397,13.76468895,0.54485,0.1437,-17.11443984,-3.412749734,-8.685807879,-29.79060645,15,0.81985,0.540850101,0.413429456,0,0,0,783
1,19,ADOBE AMAZON S_P,ADOBE,AMAZON,S_P,07/30/2018,06/26/2020,0.9,0.95,30.41699748,19.49659282,0.5749,0.1878,-24.8009193,-5.391163027,-13.90487333,-32.44795003,15,0.82,0.659194015,0.472167079,0,0,0,783
1,19,ADOBE AMAZON S_P,ADOBE,AMAZON,S_P,07/30/2018,06/26/2020,0.9,0.85,23.57794618,15.60622034,0.54895,0.1527,-19.2246043,-3.690604332,-9.5128954,-28.0559721,15,0.82,0.659194015,0.472167079,0,0,0,783
1,87,ADOBE LONDONSE ROCHE,ADOBE,LONDONSE,ROCHE,07/30/2018,06/26/2020,1.1,0.75,14.65350423,11.78757413,0.61135,0.11435,-13.79857471,-2.074489977,-1.274173964,-19.57739637,12,0.9474125,0.419110338,0.352167779,0,0,0,783
1,293,COSTCO FACEBOOK S_P,COSTCO,FACEBOOK,S_P,07/30/2018,06/26/2020,0.9,0.95,29.72466446,14.92833055,0.57955,0.29395,-24.23638562,-9.351906088,-28.24589574,-42.88429045,15,0.82,0.625744812,0.442573266,0,0,0,783
1,293,COSTCO FACEBOOK S_P,COSTCO,FACEBOOK,S_P,07/30/2018,06/26/2020,0.9,0.85,22.83715309,12.02462816,0.55055,0.25125,-18.62056507,-6.635152981,-23.89365506,-38.53204977,15,0.82,0.625744812,0.442573266,0,0,0,783
1,19,ADOBE AMAZON S_P,ADOBE,AMAZON,S_P,07/30/2018,06/26/2020,0.9,0.75,17.17812843,11.68243529,0.50355,0.1115,-14.00642444,-2.379713504,-4.760745952,-23.30382265,15,0.82,0.659194015,0.472167079,0,0,0,783
1,293,COSTCO FACEBOOK S_P,COSTCO,FACEBOOK,S_P,07/30/2018,06/26/2020,0.9,0.75,16.4420115,9.017988878,0.4994,0.1968,-13.40620452,-4.42003843,-19.13767117,-33.77606587,15,0.82,0.625744812,0.442573266,0,0,0,783
1,60,ADOBE MICROSOFT LONDONSE,ADOBE,MICROSOFT,LONDONSE,07/30/2018,06/26/2020,0.9,0.95,28.92276896,19.59765349,0.57525,0.1441,-23.5832953,-4.078748028,-8.142927459,-29.20240994,15,0.820025,0.608439882,0.454036734,0,0,0,783
1,60,ADOBE MICROSOFT LONDONSE,ADOBE,MICROSOFT,LONDONSE,07/30/2018,06/26/2020,0.9,0.85,22.09660948,15.30505162,0.5456,0.1161,-18.01732287,-2.786713636,-3.740548883,-24.80003136,15,0.820025,0.608439882,0.454036734,0,0,0,783
1,60,ADOBE MICROSOFT LONDONSE,ADOBE,MICROSOFT,LONDONSE,07/30/2018,06/26/2020,0.9,0.75,15.75174786,11.09038192,0.4964,0.0821,-12.8437952,-1.80827168,1.056505962,-20.00297651,15,0.820025,0.608439882,0.454036734,0,0,0,783
1,430,S_P LONDONSE LVMH,S_P,LONDONSE,LVMH,07/30/2018,06/26/2020,0.9,0.95,29.20693679,18.70457115,0.5755,0.1909,-23.81605429,-5.194734505,-13.27289497,-30.38296079,15,0.8200625,0.638822572,0.434921147,0,0,0,783
1,88,ADOBE LONDONSE CANRAIL,ADOBE,LONDONSE,CANRAIL,07/30/2018,06/26/2020,1.1,0.75,14.81957348,10.89888238,0.58595,0.16645,-13.65329448,-2.808781078,-6.683545775,-23.50195623,12,0.926875,0.552583813,0.405986363,0,0,0,783
1,430,S_P LONDONSE LVMH,S_P,LONDONSE,LVMH,07/30/2018,06/26/2020,0.9,0.85,22.37645999,14.84437141,0.54765,0.15355,-18.24631559,-3.470841771,-8.87431285,-25.98437867,15,0.8200625,0.638822572,0.434921147,0,0,0,783
1,430,S_P LONDONSE LVMH,S_P,LONDONSE,LVMH,07/30/2018,06/26/2020,0.9,0.75,16.00648517,10.94110592,0.4991,0.11075,-13.05208152,-2.163469097,-4.098090324,-21.20815614,15,0.8200625,0.638822572,0.434921147,0,0,0,783
1,273,COMCAST S_P LVMH,COMCAST,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.95,29.68038512,17.1237111,0.577,0.26385,-24.20286872,-7.144993351,-17.90958913,-32.94677706,15,0.8200875,0.653970745,0.455824421,0,0,0,783
1,273,COMCAST S_P LVMH,COMCAST,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.85,22.82657932,13.93975968,0.5495,0.21835,-18.61393308,-4.732470572,-13.5303096,-28.56749752,15,0.8200875,0.653970745,0.455824421,0,0,0,783
1,273,COMCAST S_P LVMH,COMCAST,S_P,LVMH,07/30/2018,06/26/2020,0.9,0.75,16.42331112,10.56608801,0.5023,0.15695,-13.39238831,-2.873584145,-8.78154981,-23.81873774,15,0.8200875,0.653970745,0.455824421,0,0,0,783
1,89,ADOBE LVMH ROCHE,ADOBE,LVMH,ROCHE,07/30/2018,06/26/2020,1,0.75,14.76232286,10.14802951,0.57505,0.1558,-13.22394562,-3.12346189,-10.97261205,-28.21953717,12,0.9011375,0.442932502,0.36242031,0,0,0,783
1,192,AMAZON FACEBOOK PMORRIS,AMAZON,FACEBOOK,PMORRIS,07/30/2018,06/26/2020,0.9,0.95,27.84281928,12.42208022,0.57405,0.3499,-22.70480912,-10.30821657,-27.81907755,-41.26918935,15,0.8201,0.62235163,0.418861949,0,0,0,783
1,192,AMAZON FACEBOOK PMORRIS,AMAZON,FACEBOOK,PMORRIS,07/30/2018,06/26/2020,0.9,0.85,21.04123388,10.12161906,0.54245,0.3002,-17.15836295,-7.063309401,-23.39705774,-36.84716954,15,0.8201,0.62235163,0.418861949,0,0,0,783
1,89,ADOBE LVMH ROCHE,ADOBE,LVMH,ROCHE,07/30/2018,06/26/2020,1.1,0.75,14.405503,10.16048786,0.59825,0.1715,-13.50455135,-3.392328957,-12.14158839,-29.19274372,12,0.943175,0.442932502,0.36242031,0,0,0,783
1,244,COMCAST COSTCO ROCHE,COMCAST,COSTCO,ROCHE,07/30/2018,06/26/2020,0.9,0.95,24.47703853,14.36423436,0.5807,0.2472,-19.96070949,-5.653181443,-13.98532558,-28.03277235,15,0.820125,0.473028561,0.32162109,0,0,0,783
1,244,COMCAST COSTCO ROCHE,COMCAST,COSTCO,ROCHE,07/30/2018,06/26/2020,0.9,0.85,17.63082926,10.98592071,0.54235,0.19395,-14.37771405,-3.439000605,-9.600072955,-23.64751973,15,0.820125,0.473028561,0.32162109,0,0,0,783
1,90,ADOBE LVMH CANRAIL,ADOBE,LVMH,CANRAIL,07/30/2018,06/26/2020,0.9,0.75,14.99336445,8.921619167,0.4856,0.16585,-12.12899195,-3.243447867,-12.6820517,-29.26292388,11,0.8135375,0.644789284,0.424565547,0,0,0,783
1,371,FACEBOOK ROCHE CANRAIL,FACEBOOK,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,26.1770919,11.81354193,0.5809,0.3386,-21.35225064,-9.564060573,-27.6351022,-41.48533291,15,0.820325,0.518610646,0.360973725,0,0,0,783
1,449,ALIBABA LVMH ROCHE,ALIBABA,LVMH,ROCHE,07/30/2018,06/26/2020,0.9,0.95,24.06922618,11.39537514,0.58225,0.30065,-19.63293208,-8.266136771,-24.9505624,-36.9957549,15,0.820325,0.448651499,0.309524451,0,0,0,783
1,90,ADOBE LVMH CANRAIL,ADOBE,LVMH,CANRAIL,07/30/2018,06/26/2020,1,0.75,14.80138079,9.116124667,0.536,0.1985,-12.83696505,-3.758456782,-14.23786857,-30.50387313,11,0.872375,0.644789284,0.424565547,0,0,0,783
1,371,FACEBOOK ROCHE CANRAIL,FACEBOOK,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,19.30931607,9.326368136,0.54665,0.2833,-15.75031168,-6.448735694,-23.26891041,-37.11914112,15,0.820325,0.518610646,0.360973725,0,0,0,783
1,449,ALIBABA LVMH ROCHE,ALIBABA,LVMH,ROCHE,07/30/2018,06/26/2020,0.9,0.85,17.20350851,8.552527979,0.54465,0.25235,-14.03266194,-5.504617807,-20.58268225,-32.62787475,15,0.820325,0.448651499,0.309524451,0,0,0,783
1,90,ADOBE LVMH CANRAIL,ADOBE,LVMH,CANRAIL,07/30/2018,06/26/2020,1.1,0.75,14.46817177,9.15087448,0.56225,0.2167,-13.1667867,-4.054351565,-14.93127947,-31.18821918,12,0.915525,0.644789284,0.424565547,0,0,0,783
1,156,ALPHABET VISA LONDONSE,ALPHABET,VISA,LONDONSE,07/30/2018,06/26/2020,0.9,0.95,28.04286403,15.52588667,0.57795,0.2631,-22.87521594,-7.405005826,-20.82902151,-37.21261366,15,0.8203625,0.590595304,0.421546548,0,0,0,783
1,156,ALPHABET VISA LONDONSE,ALPHABET,VISA,LONDONSE,07/30/2018,06/26/2020,0.9,0.85,21.19866281,12.34513532,0.5479,0.22065,-17.29224193,-4.995249608,-16.44374753,-32.82733968,15,0.8203625,0.590595304,0.421546548,0,0,0,783
1,91,ADOBE ROCHE CANRAIL,ADOBE,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.75,14.01802673,9.158177691,0.48385,0.13125,-11.42301129,-2.30658884,-6.052687372,-22.72876276,11,0.8195125,0.540626035,0.379521233,0,0,0,783
1,290,COMCAST ROCHE CANRAIL,COMCAST,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.95,25.16673902,14.3771845,0.58215,0.28375,-20.5343559,-6.211584912,-13.75794401,-24.78131187,15,0.820575,0.500695871,0.344982632,0,0,0,783
1,290,COMCAST ROCHE CANRAIL,COMCAST,ROCHE,CANRAIL,07/30/2018,06/26/2020,0.9,0.85,18.29782446,11.32972449,0.54495,0.22565,-14.92978646,-3.648346326,-9.394403579,-20.41777144,15,0.820575,0.500695871,0.344982632,0,0,0,783
